id,createdAt,updatedAt,sourceId,timestamp,description,value,currency,type,transactionConfirmed,predictedClassification,actualClassification,company,linkedTransaction,sourceClassification,bankAccount,merchant,isNegative,linkedUser,associatedDataImport,balancingAccount,deleted,linkedPayment,openingDepreciation,source,associatedPayrun,associatedEmployee,sourceConnection,sourceTimestamp,normalisedTransactionId
clreupupm007601s69nqp97wc,2024-01-15 11:38:11.51,2024-01-15 11:38:11.51,clreup9vg000f01s6enc7628f-QPGGGGGG050SORIGINAL,2024-01-12 00:00:00,NULL,0.020000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG050SORIGINAL
clreupupm007701s6cfff648c,2024-01-15 11:38:11.635,2024-01-15 11:38:11.635,clreup9vg000f01s6enc7628f-QXGGGGGG050YORIGINAL,2024-01-12 00:00:00,NULL,0.050000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG050YORIGINAL
clreupupm007801s63feefvar,2024-01-15 11:38:11.515,2024-01-15 11:38:11.515,clreup9vg000f01s6enc7628f-QPGGGGGG0PG8ORIGINAL,2023-11-20 00:00:00,NULL,0.890000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG0PG8ORIGINAL
clreupupm007901s60ulsasab,2024-01-15 11:38:11.541,2024-01-15 11:38:11.541,clreup9vg000f01s6enc7628f-QPGGGGGG0OXGORIGINAL,2023-10-23 00:00:00,NULL,0.120000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG0OXGORIGINAL
clreupupm007a01s6a1w1emxy,2024-01-15 11:38:11.454,2024-01-15 11:38:11.454,clreup9vg000f01s6enc7628f-QPGGGGGG0OISORIGINAL,2023-10-23 00:00:00,NULL,0.020000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG0OISORIGINAL
clreupupm007b01s62p7i3bnz,2024-01-15 11:38:11.564,2024-01-15 11:38:11.564,clreup9vg000f01s6enc7628f-QPGGGGGG0OE7ORIGINAL,2023-10-19 00:00:00,NULL,0.110000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG0OE7ORIGINAL
clreupupm007c01s6gber8oyu,2024-01-15 11:38:11.536,2024-01-15 11:38:11.536,clreup9vg000f01s6enc7628f-QPGGGGGG0ODJORIGINAL,2023-10-19 00:00:00,NULL,0.210000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG0ODJORIGINAL
clrhsqlyo00s901s6hfmxdf3e,2024-01-17 13:06:08.338,2024-01-17 13:06:08.338,clreup9vg000f01s6enc7628f-QXGGGGGG0XLDORIGINAL,2023-06-14 00:00:00,NULL,7.700000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0XLDORIGINAL
clrhsqlyo00sa01s67wh06vmk,2024-01-17 13:06:08.203,2024-01-17 13:06:08.203,clreup9vg000f01s6enc7628f-QXGGGGGG0XAVORIGINAL,2023-06-13 00:00:00,NULL,8.199999999999999000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0XAVORIGINAL
clrhsqlyo00sb01s611xmg6zw,2024-01-17 13:06:08.373,2024-01-17 13:06:08.373,clreup9vg000f01s6enc7628f-QXGGGGGG0XEVORIGINAL,2023-06-12 00:00:00,NULL,5.200000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0XEVORIGINAL
clrhsqlyo00sc01s6blih13ui,2024-01-17 13:06:08.465,2024-01-17 13:06:08.465,clreup9vg000f01s6enc7628f-QXGGGGGG0IYGORIGINAL,2023-06-09 00:00:00,NULL,3.300000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IYGORIGINAL
clrhsqlyo00sd01s61rv2fhu8,2024-01-17 13:06:07.518,2024-01-17 13:06:07.518,clreup9vg000f01s6enc7628f-QXGGGGGG0IB3ORIGINAL,2023-06-08 00:00:00,NULL,7.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IB3ORIGINAL
clrhsqlyo00se01s68k3odsft,2024-01-17 13:06:08.322,2024-01-17 13:06:08.322,clreup9vg000f01s6enc7628f-QXGGGGGG0ITVORIGINAL,2023-06-08 00:00:00,NULL,1.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0ITVORIGINAL
clrhsqlyo00sf01s664abc07i,2024-01-17 13:06:07.479,2024-01-17 13:06:07.479,clreup9vg000f01s6enc7628f-QXGGGGGG0IW9ORIGINAL,2023-06-08 00:00:00,NULL,3.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IW9ORIGINAL
clrhsqlyo00sg01s62gnc2mww,2024-01-17 13:06:07.575,2024-01-17 13:06:07.575,clreup9vg000f01s6enc7628f-QXGGGGGG0IQZORIGINAL,2023-06-07 00:00:00,NULL,6.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IQZORIGINAL
clrhsqlyo00sh01s60ff7glev,2024-01-17 13:06:08.514,2024-01-17 13:06:08.514,clreup9vg000f01s6enc7628f-QXGGGGGG0I5LORIGINAL,2023-06-07 00:00:00,NULL,5.900000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0I5LORIGINAL
clrhsqlyo00si01s69pt5f8lv,2024-01-17 13:06:08.288,2024-01-17 13:06:08.288,clreup9vg000f01s6enc7628f-QXGGGGGG0IKXORIGINAL,2023-06-07 00:00:00,NULL,6.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IKXORIGINAL
clrhsqlyo00sj01s6cneh97kr,2024-01-17 13:06:07.487,2024-01-17 13:06:07.487,clreup9vg000f01s6enc7628f-QXGGGGGG0I8TORIGINAL,2023-06-07 00:00:00,NULL,1.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0I8TORIGINAL
clrhsqlyo00sk01s6497ha9vw,2024-01-17 13:06:08.468,2024-01-17 13:06:08.468,clreup9vg000f01s6enc7628f-QXGGGGGG0IZWORIGINAL,2023-06-06 00:00:00,NULL,2.200000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IZWORIGINAL
clrhsqlyo00sl01s6f2mh5ghu,2024-01-17 13:06:08.495,2024-01-17 13:06:08.495,clreup9vg000f01s6enc7628f-QXGGGGGG0I2SORIGINAL,2023-06-05 00:00:00,NULL,8.800000000000001000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0I2SORIGINAL
clrhsqlyo00sm01s66l6hbo6g,2024-01-17 13:06:07.4,2024-01-17 13:06:07.4,clreup9vg000f01s6enc7628f-QPGGGGGG0I2EORIGINAL,2023-06-05 00:00:00,NULL,3.240000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGG0I2EORIGINAL
clrhsqlyo00sn01s67qvfemz5,2024-01-17 13:06:08.522,2024-01-17 13:06:08.522,clreup9vg000f01s6enc7628f-QXGGGGGG0IC4ORIGINAL,2023-06-02 00:00:00,NULL,6.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IC4ORIGINAL
clrhsqlyo00so01s6eqcu9i0p,2024-01-17 13:06:07.532,2024-01-17 13:06:07.532,clreup9vg000f01s6enc7628f-QXGGGGGG0I6DORIGINAL,2023-06-01 00:00:00,NULL,5.600000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0I6DORIGINAL
clrhsqlyo00sp01s6b88t0xid,2024-01-17 13:06:08.413,2024-01-17 13:06:08.413,clreup9vg000f01s6enc7628f-QXGGGGGG0IGZORIGINAL,2023-05-31 00:00:00,NULL,5.800000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0IGZORIGINAL
clrhsqlyp00sq01s61w0f17wo,2024-01-17 13:06:08.457,2024-01-17 13:06:08.457,clreup9vg000f01s6enc7628f-QXGGGGGG0CVJORIGINAL,2023-05-30 00:00:00,NULL,1.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0CVJORIGINAL
clrhsqlyp00sr01s69d5q0egq,2024-01-17 13:06:07.463,2024-01-17 13:06:07.463,clreup9vg000f01s6enc7628f-QXGGGGGG0CBZORIGINAL,2023-05-29 00:00:00,NULL,2.600000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0CBZORIGINAL
clrhsqlyp00ss01s6g3wlh7tg,2024-01-17 13:06:08.274,2024-01-17 13:06:08.274,clreup9vg000f01s6enc7628f-QXGGGGGG0C9SORIGINAL,2023-05-26 00:00:00,NULL,4.300000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0C9SORIGINAL
clrhsqlyp00st01s6c6zhdf7v,2024-01-17 13:06:07.432,2024-01-17 13:06:07.432,clreup9vg000f01s6enc7628f-QXGGGGGG0CHOORIGINAL,2023-05-25 00:00:00,NULL,7.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0CHOORIGINAL
clrhsqlyp00su01s6ajdw0r0j,2024-01-17 13:06:08.472,2024-01-17 13:06:08.472,clreup9vg000f01s6enc7628f-QXGGGGGG0CIYORIGINAL,2023-05-23 00:00:00,NULL,7.600000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGG0CIYORIGINAL
clrhsqlyp00sv01s6emawgacf,2024-01-17 13:06:08.49,2024-01-17 13:06:08.49,clreup9vg000f01s6enc7628f-QPGGGGGGGSXCORIGINAL,2023-05-15 00:00:00,NULL,3.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGSXCORIGINAL
clrhsqlyp00sw01s62n828nyd,2024-01-17 13:06:07.562,2024-01-17 13:06:07.562,clreup9vg000f01s6enc7628f-QXGGGGGGGS0AORIGINAL,2023-05-09 00:00:00,NULL,9.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGS0AORIGINAL
clrhsqlyp00sx01s6cyunhnzd,2024-01-17 13:06:08.493,2024-01-17 13:06:08.493,clreup9vg000f01s6enc7628f-QXGGGGGGGYT1ORIGINAL,2023-05-05 00:00:00,NULL,8.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGYT1ORIGINAL
clrhsqlyp00sy01s63isobzpf,2024-01-17 13:06:08.475,2024-01-17 13:06:08.475,clreup9vg000f01s6enc7628f-QPGGGGGGGJSUORIGINAL,2023-05-04 00:00:00,NULL,1.660000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGJSUORIGINAL
clrhsqlyp00sz01s645qediae,2024-01-17 13:06:07.411,2024-01-17 13:06:07.411,clreup9vg000f01s6enc7628f-QXGGGGGGGJJRORIGINAL,2023-05-03 00:00:00,NULL,3.500000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJJRORIGINAL
clrhsqlyp00t001s64vmihaah,2024-01-17 13:06:07.556,2024-01-17 13:06:07.556,clreup9vg000f01s6enc7628f-QXGGGGGGGJB8ORIGINAL,2023-05-02 00:00:00,NULL,5.700000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJB8ORIGINAL
clrhsqlyp00t101s64bkkflex,2024-01-17 13:06:07.538,2024-01-17 13:06:07.538,clreup9vg000f01s6enc7628f-QXGGGGGGGJRSORIGINAL,2023-05-01 00:00:00,NULL,8.199999999999999000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJRSORIGINAL
clrhsqlyp00t201s61958dtvv,2024-01-17 13:06:09.904,2024-01-17 13:06:09.904,clreup9vg000f01s6enc7628f-QXGGGGGGGJ56ORIGINAL,2023-04-28 00:00:00,NULL,1.300000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJ56ORIGINAL
clrhsqlyp00t301s6bpfb9f1e,2024-01-17 13:06:08.433,2024-01-17 13:06:08.433,clreup9vg000f01s6enc7628f-QPGGGGGGGJZ2ORIGINAL,2023-04-27 00:00:00,NULL,1.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGJZ2ORIGINAL
clrhsqlyp00t401s690id1vcg,2024-01-17 13:06:08.275,2024-01-17 13:06:08.275,clreup9vg000f01s6enc7628f-QXGGGGGGGJMMORIGINAL,2023-04-26 00:00:00,NULL,4.800000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJMMORIGINAL
clrhsqlyp00t501s6c8fr8ia0,2024-01-17 13:06:07.5,2024-01-17 13:06:07.5,clreup9vg000f01s6enc7628f-QPGGGGGGGJLUORIGINAL,2023-04-26 00:00:00,NULL,1.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGJLUORIGINAL
clrhsqlyp00t601s6gp8s4ynl,2024-01-17 13:06:07.53,2024-01-17 13:06:07.53,clreup9vg000f01s6enc7628f-QPGGGGGGGJLRORIGINAL,2023-04-26 00:00:00,NULL,1.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGJLRORIGINAL
clrhsqlyp00t701s6589b4xkl,2024-01-17 13:06:07.536,2024-01-17 13:06:07.536,clreup9vg000f01s6enc7628f-QPGGGGGGGJLWORIGINAL,2023-04-26 00:00:00,NULL,1.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGJLWORIGINAL
clrhsqlyp00t801s6hw99ezno,2024-01-17 13:06:08.428,2024-01-17 13:06:08.428,clreup9vg000f01s6enc7628f-QPGGGGGGGJL9ORIGINAL,2023-04-26 00:00:00,NULL,0.220000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGJL9ORIGINAL
clrhsqlyp00t901s6da7x5exx,2024-01-17 13:06:08.481,2024-01-17 13:06:08.481,clreup9vg000f01s6enc7628f-QXGGGGGGGJC4ORIGINAL,2023-04-25 00:00:00,NULL,7.400000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJC4ORIGINAL
clrhsqlyp00ta01s64rpq3vm3,2024-01-17 13:06:07.524,2024-01-17 13:06:07.524,clreup9vg000f01s6enc7628f-QXGGGGGGGJ0DORIGINAL,2023-04-24 00:00:00,NULL,7.900000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGJ0DORIGINAL
clrhsqlyp00tb01s6hh3h3vxn,2024-01-17 13:06:08.331,2024-01-17 13:06:08.331,clreup9vg000f01s6enc7628f-QXGGGGGGGVU6ORIGINAL,2023-04-21 00:00:00,NULL,5.300000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGVU6ORIGINAL
clrhsqlyp00tc01s62ubih7ya,2024-01-17 13:06:08.192,2024-01-17 13:06:08.192,clreup9vg000f01s6enc7628f-QPGGGGGGGV19ORIGINAL,2023-04-21 00:00:00,NULL,1.120000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGV19ORIGINAL
clrhsqlyp00td01s6dt0rfhta,2024-01-17 13:06:07.565,2024-01-17 13:06:07.565,clreup9vg000f01s6enc7628f-QPGGGGGGGV1HORIGINAL,2023-04-21 00:00:00,NULL,1.120000000000000000000000000000,AUD,CREDIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,false,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGV1HORIGINAL
clrhupp3n01te01s62hxn6ac5,2024-01-17 14:01:21.693,2024-01-17 14:01:21.693,clreup9vg000f01s6enc7628f-QXGGGGGGGV5NORIGINAL,2023-04-19 00:00:00,NULL,5.500000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QXGGGGGGGV5NORIGINAL
clrhupp3n01tf01s67nmrd81b,2024-01-17 14:01:21.821,2024-01-17 14:01:21.821,clreup9vg000f01s6enc7628f-QPGGGGGGGVPSORIGINAL,2023-04-19 00:00:00,NULL,2.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGVPSORIGINAL
clrhupp3n01tg01s6dboo17c2,2024-01-17 14:01:21.657,2024-01-17 14:01:21.657,clreup9vg000f01s6enc7628f-QPGGGGGGGVP4ORIGINAL,2023-04-19 00:00:00,NULL,1.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGVP4ORIGINAL
clrhupp3n01th01s68yz0dac3,2024-01-17 14:01:21.667,2024-01-17 14:01:21.667,clreup9vg000f01s6enc7628f-QPGGGGGGGVPXORIGINAL,2023-04-19 00:00:00,NULL,10.000000000000000000000000000000,AUD,DEBIT,false,C100,C100,clreup8oi0002o9vy74s8sno1,NULL,NULL,clreup9vg000f01s6enc7628f,NULL,true,NULL,NULL,C400,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL,clreup9vg000f01s6enc7628f-QPGGGGGGGVPXORIGINAL
